"awb_master","lacre","awb","nota_fiscal","pedido","cidade","status_completo","status_atual"
"20433112","JA20433112","AMZB772212373tx","54182458","BswfvVngm","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB772156402tx","54178097","Bhk7vFXzl","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB772013125tx","54150512","Bk80y1Nxl","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448124","SOD1004105401","TXAS731912325tx","102149","3048331039816975554","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448744","SOD1004109961","TXAS731915682tx","101928","3048329407790483148","Sorocaba","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB772264534tx","54185073","BfSlJhpwm","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB772328452tx","323527","B7Wb7hxqm","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB770116817tx","24396879","BH1nk7b0l","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB769917548tx","24362418","BWlWRRwHl","Ibiúna","EM ROTA (CAF: 20084735) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB772218845tx","54182096","Bt1xplnJm","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB770047270tx","24368070","BB7Zzxw0l","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","AMZB772255882tx","54184817","BBzvmGpVm","Araçariguama","PROCESSO DE ENTREGA","NA RUA"
"20444766","SOD1004042471","TXAS731928685tx","45055","3048346170148685416","Sorocaba","FALTA NUMERO APT/CASA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20448500","SOD1004110011","TXAS731934352tx","373","3048348810148283443","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20451939","SOD1004110001","TXAS731939609tx","368753","241767866145-1","Pilar Do Sul","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20454741","SOD1004127411","TXAS731943965tx","1287","3048360393216263651","Votorantim","EM ROTA (CAF: 20086377) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448124","SOD1004105401","TXAS731958419tx","15851","3048375330858829608","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448124","SOD1004105401","TXAS731954871tx","16020","3048373386203399511","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448124","SOD1004105401","TXAS731959052tx","66646","3048377406357931983","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20454741","SOD1004127411","TXAS731963682tx","8814","3048383979877926027","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS731964516tx","8957","3048384594705941643","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865754tx","1","NUK26903196BR","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865762tx","1","NUK26903197BR","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865770tx","1","NUK26903198BR","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865788tx","1","NUK26903199BR","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865796tx","1","NUK26903200BR","Pilar Do Sul","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20441367","CA20441367","NUVV111855953tx","1","NUK26895016BR","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111863015tx","1","NUK26902922BR","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111866059tx","1","NUK26903226BR","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111866067tx","1","NUK26903227BR","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865440tx","1","NUK26903165BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865457tx","1","NUK26903166BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865465tx","1","NUK26903167BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865473tx","1","NUK26903168BR","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865481tx","1","NUK26903169BR","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865499tx","1","NUK26903170BR","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865507tx","1","NUK26903171BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865515tx","1","NUK26903172BR","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865523tx","1","NUK26903173BR","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865531tx","1","NUK26903174BR","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20444335","CA20444335","NUVV111865549tx","1","NUK26903175BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865556tx","1","NUK26903176BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865564tx","1","NUK26903177BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865572tx","1","NUK26903178BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865580tx","1","NUK26903179BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865598tx","1","NUK26903180BR","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865606tx","1","NUK26903181BR","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865614tx","1","NUK26903182BR","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865622tx","1","NUK26903183BR","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865630tx","1","NUK26903184BR","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865648tx","1","NUK26903185BR","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865655tx","1","NUK26903186BR","Votorantim","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865663tx","1","NUK26903187BR","Votorantim","EM ROTA (CAF: 20086448) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865689tx","1","NUK26903189BR","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865697tx","1","NUK26903190BR","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865705tx","1","NUK26903191BR","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444335","CA20444335","NUVV111865713tx","1","NUK26903192BR","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865721tx","1","NUK26903193BR","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865739tx","1","NUK26903194BR","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444335","CA20444335","NUVV111865747tx","1","NUK26903195BR","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448124","SOD1004105401","AMZB772618160tx","345","BjqHh6X2l","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448923","SOD1004109971","TXAS731971693tx","84180","152062639-1","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS731988812tx","29884","FCN-1565000986294-01","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452329","SOD1004110021","TXAS731990545tx","602648","2414591633992-1","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS731992145tx","11253","3048412280795006328","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448500","SOD1004110011","TXAS732024526tx","11256","3048420127041881741","Araçariguama","PROCESSO DE ENTREGA","NA RUA"
"20448124","SOD1004105401","TXAS732055801tx","36894","3048422784556565970","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20455289","SOD1004135921","TXAS732053327tx","269033","423765","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20433112","JA20433112","TXAS732057617tx","432096","3048421929057355247","Ibiúna","PROCESSO DE ENTREGA","NA RUA"
"20447192","SOD1004105371","TXAS732066816tx","80923","3048431360569541774","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS732091848tx","468","3048451922940167532","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS732096276tx","444346","7748888002753","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448923","SOD1004109971","TXAS732102462tx","67405","3048465119144740196","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20446137","SOD1004105391","TXAS732114434tx","26334","47089938","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","AMZB772400659tx","55856148","BBHRssPlm","São Roque","EM ROTA (CAF: 20084913) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20446137","SOD1004105391","AMZB772596460tx","55895615","B4hXGGLgm","Ibiúna","EM ROTA (CAF: 20084735) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444766","SOD1004042471","AMZB772661153tx","55892700","Bh5Jr9GHm","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444766","SOD1004042471","AMZB772414652tx","55873929","BBhFXHxDm","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444766","SOD1004042471","AMZB772461739tx","55875962","BfJS57xqm","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448744","SOD1004109961","AMZB772699013tx","79933","B26mR6qtm","Araçariguama","PROCESSO DE ENTREGA","NA RUA"
"20447192","SOD1004105371","TXAS732129952tx","93807","3048511937721239093","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448500","SOD1004110011","TXAS732136429tx","46332","3048519992655185120","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20446012","SOD1004042481","TXAS732148226tx","379379","3048529828188685507","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448124","SOD1004105401","TXAS732148580tx","379327","3048529832691140380","Sorocaba","EM ROTA (CAF: 20086382) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448744","SOD1004109961","TXAS732147004tx","74980","3048532337900881017","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20447192","SOD1004105371","TXAS732151873tx","52879","3048535186211702054","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448124","SOD1004105401","TXAS732152251tx","2271","3048539574337832755","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20446137","SOD1004105391","TXAS732164173tx","52899","3048560313074026335","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20455289","SOD1004135921","TXAS732168554tx","16987","3048561768260535352","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20455289","SOD1004135921","TXAS732172606tx","13208","152074217-5","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20451939","SOD1004110001","TXAS732173463tx","4095","3048578416689972772","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20447192","SOD1004105371","TXAS732180229tx","64953","3048586332178318986","Votorantim","EM ROTA (CAF: 20086582) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20455289","SOD1004135921","TXAS732186077tx","6072130","6002606","Sorocaba","FALTA DE COMPLEMENTO FISICO - - SOD ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","FALTA COMPLEMENTO"
"20454741","SOD1004127411","TXAS732192901tx","359339","3048620310933964576","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20433112","JA20433112","TXAS732194097tx","432814","3048625646772585689","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20449770","SOD1267884","TXAS732196571tx","2168630","2168630","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20449770","SOD1267884","TXAS732196597tx","2168630","2168630","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20452329","SOD1004110021","TXAS732202981tx","382","3048670269449340785","Itu","EM ROTA (CAF: 20086482) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20449770","SOD1267884","TXAS732205737tx","2168694","2168694","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20449770","SOD1267884","TXAS732205745tx","2168694","2168694","Sorocaba","EM ROTA (CAF: 20084783) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448795","SOD1003229430","AMZB772812933tx","1","B2FYWtstm","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20451939","SOD1004110001","TXAS732214861tx","135222","15826444319","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448500","SOD1004110011","TXAS732228416tx","66207","152045427-1","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448744","SOD1004109961","TXAS732229497tx","187967","3048750119889962422","Itu","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448124","SOD1004105401","TXAS732232707tx","187948","3048748705243956709","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452329","SOD1004110021","TXAS732231709tx","70183","152072668-1","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20455289","SOD1004135921","TXAS732241583tx","16640","26141","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448124","SOD1004105401","TXAS732249842tx","188085","3048758787041887561","Porto Feliz","EM ROTA (CAF: 20084187) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448124","SOD1004105401","TXAS732248620tx","188081","3048760690674468854","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448744","SOD1004109961","TXAS732248307tx","188061","3048764858717668367","Mairinque","PROCESSO DE ENTREGA","NA RUA"
"20446012","SOD1004042481","TXAS732252788tx","82064","290630363202212","Mairinque","PROCESSO DE ENTREGA","NA RUA"
"20448744","SOD1004109961","AMZB772834555tx","212","BrjLVzd9m","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20447192","SOD1004105371","TXAS732265533tx","3052","3048777982540548061","Itu","EM ROTA (CAF: 20086482) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448124","SOD1004105401","TXAS732269709tx","3102","3048779635252889061","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20446012","SOD1004042481","TXAS732296272tx","52927","3048796221448094979","Sorocaba","CLIENTE AUSENTE/ESTABELECIMENTO FECHADO (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC LM"
"20447192","SOD1004105371","SELS103081014tx","329438","LEV-RCH-11097769","Salto De Pirapora","EM ROTA (CAF: 20084848) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20446137","SOD1004105391","TXAS732292784tx","23578","151997440-1","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448744","SOD1004109961","TXAS732298955tx","23564","152048490-3","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20446012","SOD1004042481","TXAS732308267tx","27427","3048798604602738183","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20448124","SOD1004105401","TXAS732316864tx","188295","3048800241238312493","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20444766","SOD1004042471","TXAS732318860tx","5751527","AM0916800","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20438876","CA20438876","CONE237877899TX","6846414","6846414","Pilar Do Sul","NUMERO INDICADO NAO LOCALIZADO (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NC CX"
"20438876","CA20438876","CONE237872528TX","6847514","6847514","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20448923","SOD1004109971","TXAS732337811tx","498681","3048803094633678101","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS732347877tx","16451","3048809877292943000","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452712","SOD1004127421","TXAS732347968tx","16452","3048810464677103256","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20448923","SOD1004109971","TXAS732346440tx","7290925","AMZB580654686tx","Mairinque","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20446137","SOD1004105391","TXAS732346937tx","44525","152048490-1","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20439913","CA20439913","CONE237882915TX","6845942","6845942","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20439913","CA20439913","CONE237876909TX","6845999","6845999","Piedade","EM ROTA (CAF: 20074185) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439913","CA20439913","CONE237877626TX","6846607","6846607","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20439913","CA20439913","CONE237877741TX","6846666","6846666","Alumínio","EM ROTA (CAF: 20084481) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439913","CA20439913","CONE237877725TX","6846680","6846680","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439913","CA20439913","CONE237882220TX","6847390","6847390","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20439913","CA20439913","CONE237882253TX","6847391","6847391","Votorantim","EM ROTA (CAF: 20087138) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439913","CA20439913","CONE237882329TX","6847411","6847411","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20439913","CA20439913","CONE237710561TX","6847972","6847972","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20439065","CA20439065","CONE237704663TX","6848175","6848175","Sorocaba","EM ROTA (CAF: 20086008) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439065","CA20439065","CONE237711064TX","6848318","6848318","São Roque","EM ROTA (CAF: 20085496) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20439065","CA20439065","CONE236259222TX","6848418","6848418","Mairinque","PROCESSO DE ENTREGA","NA RUA"
"20439065","CA20439065","CONE237711213TX","6848373","6848373","Sorocaba","PROCESSO DE ENTREGA","NA RUA"
"20439065","CA20439065","CONE236259065TX","6848505","6848505","Mairinque","PROCESSO DE ENTREGA","NA RUA"
"20439065","CA20439065","CONE237711569TX","6848527","6848527","Mairinque","PROCESSO DE ENTREGA","NA RUA"
"20439065","CA20439065","CONE237711684TX","6848579","6848579","Alumínio","EM ROTA (CAF: 20084481) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20444766","SOD1004042471","TXAS732365929tx","2149623","02149623","Ibiúna","PROCESSO DE ENTREGA","NA RUA"
"20448500","SOD1004110011","TXAS732372131tx","24906","4FA3FDED98","Araçoiaba Da Serra","PROCESSO DE ENTREGA","NA RUA"
"20454741","SOD1004127411","TXAS732382213tx","1964","3048816879853209385","Sorocaba","ENTREGA REALIZADA (mobile) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","ENTREGA REALIZADA"
"20455289","SOD1004135921","TXAS732382254tx","1863","3048818521358042178","Ibiúna","EM ROTA (CAF: 20084735) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
"20452329","SOD1004110021","TXAS732381835tx","1953","3048817872269706355","Sorocaba","EM ROTA (CAF: 20086009) ADRIANO BRAZ DE ALBUQUERQUE 3ºT HUB","NA BASE"
